Q41,Q41A1,Q41A2,Q41A3,Q40,Q33,Q42A1,Q42A3,Q42A5,D_IND,D_INDSIZE1,WT,year
2, , , ,1,3,5,5,4,10,102,4.134185085,2020
2, , , ,1,3,3,4,2,10,103,1.414410562,2020
2, , , ,1,3,4,4,2,10,103,1.414410562,2020
2, , , ,1,3,4,4,3,10,103,1.414410562,2020
1,0,1,0,1,2,5,5,5,10,103,1.414410562,2020
1,1,0,0,1,2,5,5,5,10,103,1.414410562,2020
1,1,0,0,1,2,5,4,4,10,103,1.414410562,2020
2, , , ,1,2,4,4,4,10,103,1.414410562,2020
1,0,1,0,1,3,4,4,2,10,103,1.414410562,2020
2, , , ,1,3,4,4,3,10,103,1.414410562,2020
1,0,0,1,1,2,3,4,2,10,103,1.414410562,2020
2, , , ,1,3,5,5,4,10,103,1.414410562,2020
2, , , ,1,3,5,5,4,10,103,1.414410562,2020
2, , , ,1,3,5,5,3,10,103,1.414410562,2020
1,0,0,1,1,3,3,5,3,11,111,33.43173353,2020
2, , , ,1,3,3,3,1,11,111,43.29119778,2020
2, , , ,1,3,4,4,2,11,111,33.43173353,2020
2, , , ,1,3,3,4,2,11,111,33.43173353,2020
1,0,0,1,1,3,4,4,2,11,111,33.43173353,2020
1,0,0,1,1,3,5,5,3,11,111,33.43173353,2020
1,0,0,1,1,3,5,5,4,11,111,33.43173353,2020
2, , , ,1,3,4,4,2,11,111,33.43173353,2020
1,0,1,0,1,2,3,4,1,11,111,33.43173353,2020
2, , , ,1,3,4,3,2,11,111,33.43173353,2020
2, , , ,1,2,5,5,5,11,111,33.43173353,2020
2, , , ,1,2,4,4,1,11,111,33.43173353,2020
2, , , ,1,3,5,5,3,11,111,33.43173353,2020
1,0,0,1,1,3,4,3,4,11,111,33.43173353,2020
2, , , ,1,3,3,2,3,11,111,33.43173353,2020
1,0,0,1,1,2,4,4,3,11,111,33.43173353,2020
1,0,1,0,1,3,4,4,4,11,111,33.43173353,2020
1,0,0,1,1,2,3,3,2,11,111,33.43173353,2020
1,0,0,1,1,2,3,3,1,11,111,33.43173353,2020
1,0,1,0,1,2,4,5,4,11,111,33.43173353,2020
2, , , ,1,2,4,5,3,11,111,33.43173353,2020
2, , , ,1,2,4,4,2,11,111,33.43173353,2020
2, , , ,1,2,3,4,2,11,111,33.43173353,2020
2, , , ,1,2,3,2,2,11,111,33.43173353,2020
2, , , ,1,2,4,2,2,11,111,33.43173353,2020
2, , , ,1,2,4,2,3,11,111,33.43173353,2020
2, , , ,1,2,3,2,2,11,111,33.43173353,2020
2, , , ,1,2,3,3,3,11,111,33.43173353,2020
2, , , ,1,2,2,2,2,11,111,33.43173353,2020
2, , , ,1,2,5,5,5,11,111,33.43173353,2020
2, , , ,1,2,3,3,1,11,111,33.43173353,2020
2, , , ,1,2,4,3,2,11,112,6.787653574,2020
1,1,0,0,1,3,4,3,2,11,112,6.787653574,2020
2, , , ,1,2,4,4,2,11,112,6.787653574,2020
1,0,1,0,1,2,5,4,2,11,112,6.787653574,2020
1,0,0,1,1,2,4,3,2,11,112,6.787653574,2020
2, , , ,1,2,4,4,3,11,112,6.787653574,2020
1,1,0,0,1,3,4,4,2,11,112,6.787653574,2020
2, , , ,1,3,4,4,3,11,112,6.787653574,2020
2, , , ,1,3,3,3,2,11,112,6.787653574,2020
1,0,0,1,1,3,5,4,2,11,112,6.787653574,2020
1,0,0,1,1,3,5,5,3,11,112,6.787653574,2020
2, , , ,1,2,3,2,1,11,112,6.787653574,2020
1,0,1,0,1,2,3,2,1,11,112,6.787653574,2020
1,0,1,0,1,2,4,3,4,11,112,6.787653574,2020
2, , , ,1,2,1,3,1,11,112,6.787653574,2020
2, , , ,1,2,4,3,1,11,112,6.787653574,2020
2, , , ,1,2,2,2,1,11,112,6.787653574,2020
1,0,1,0,1,2,5,4,4,11,112,6.787653574,2020
1,1,0,0,1,3,4,5,1,99,112,8.789423172,2020
1,0,1,1,1,3,5,4,4,11,112,6.787653574,2020
2, , , ,1,3,4,3,2,11,112,6.787653574,2020
1,0,0,1,1,3,4,4,2,11,112,6.787653574,2020
1,0,0,1,1,3,4,4,4,11,112,6.787653574,2020
1,0,0,1,1,3,4,3,3,11,112,6.787653574,2020
1,0,0,1,1,3,2,3,2,11,112,6.787653574,2020
2, , , ,1,3,5,4,2,11,112,6.787653574,2020
1,1,0,0,1,3,4,4,4,11,112,6.787653574,2020
2, , , ,1,3,3,2,2,11,112,6.787653574,2020
1,0,1,0,1,3,4,4,3,11,112,6.787653574,2020
1,0,1,0,1,2,5,3,3,11,113,1.794435202,2020
2, , , ,1,2,4,3,3,11,113,1.794435202,2020
2, , , ,1,2,3,3,2,11,113,1.794435202,2020
1,1,0,0,1,2,4,4,4,11,113,1.794435202,2020
1,1,0,0,1,2,5,5,5,11,113,1.794435202,2020
1,1,0,0,1,2,4,3,2,11,113,1.794435202,2020
1,1,0,0,1,2,5,5,4,11,113,1.794435202,2020
1,1,0,0,1,1,5,5,4,11,113,1.794435202,2020
1,1,0,0,1,2,4,5,2,11,113,1.794435202,2020
1,0,0,1,1,2,3,3,3,11,113,1.794435202,2020
1,1,0,0,1,2,4,4,3,11,113,1.794435202,2020
1,1,0,0,1,2,5,4,4,11,113,1.794435202,2020
1,1,0,0,1,2,3,3,2,11,113,1.794435202,2020
2, , , ,1,2,4,4,4,11,113,1.794435202,2020
2, , , ,1,3,3,1,1,11,113,1.794435202,2020
1,0,1,0,1,2,4,3,2,11,113,1.794435202,2020
1,1,0,0,1,3,4,1,2,11,113,1.794435202,2020
1,1,0,0,1,3,4,3,1,11,113,1.794435202,2020
1,0,0,1,1,2,4,4,3,11,113,1.794435202,2020
1,1,0,0,1,2,4,3,3,11,113,1.794435202,2020
1,1,0,0,1,3,5,4,4,11,113,1.794435202,2020
1,1,0,0,1,3,4,4,2,11,113,1.794435202,2020
1,1,0,0,1,2,4,3,1,11,113,1.794435202,2020
1,1,0,0,1,2,4,1,1,11,113,1.794435202,2020
1,1,0,0,1,3,4,3,1,11,113,1.794435202,2020
1,1,0,0,1,3,4,4,2,11,113,1.794435202,2020
1,1,0,0,1,3,4,1,2,11,113,1.794435202,2020
2, , , ,1,3,5,5,3,12,121,29.11893993,2020
2, , , ,1,2,4,4,4,12,121,29.11893993,2020
2, , , ,1,3,4,4,3,12,121,29.11893993,2020
2, , , ,1,2,4,3,4,12,121,29.11893993,2020
2, , , ,1,2,5,4,5,12,121,29.11893993,2020
2, , , ,1,3,5,5,4,12,121,29.11893993,2020
2, , , ,1,3,3,2,1,12,121,37.70650381,2020
2, , , ,1,2,3,2,2,12,121,29.11893993,2020
2, , , ,1,2,3,2,1,12,121,29.11893993,2020
2, , , ,1,2,4,4,2,12,121,29.11893993,2020
2, , , ,1,2,3,2,1,12,121,29.11893993,2020
2, , , ,1,2,4,4,4,12,121,29.11893993,2020
2, , , ,1,2,3,3,3,12,121,29.11893993,2020
2, , , ,1,3,4,3,4,12,122,6.637626566,2020
1,1,0,0,1,3,5,5,3,12,122,6.637626566,2020
2, , , ,1,3,4,4,3,12,122,6.637626566,2020
1,0,0,1,1,2,4,4,3,12,122,6.637626566,2020
2, , , ,1,3,4,3,3,12,122,6.637626566,2020
1,0,0,1,1,2,4,4,3,12,122,6.637626566,2020
1,0,0,1,1,2,5,5,3,12,122,6.637626566,2020
1,0,0,1,1,2,4,4,4,12,122,6.637626566,2020
2, , , ,1,2,5,2,3,12,122,6.637626566,2020
1,1,0,0,3,2,4,4,3,12,122,6.637626566,2020
1,0,0,1,1,2,5,3,3,12,122,6.637626566,2020
2, , , ,1,2,4,3,3,12,122,6.637626566,2020
2, , , ,1,2,3,2,2,12,122,6.637626566,2020
1,0,0,1,1,2,3,3,2,12,122,6.637626566,2020
1,0,1,1,1,2,4,4,1,12,122,6.637626566,2020
2, , , ,1,2,5,4,2,12,122,6.637626566,2020
1,0,1,0,1,2,5,3,3,12,122,6.637626566,2020
2, , , ,1,2,3,2,1,12,122,6.637626566,2020
1,1,0,0,1,2,5,4,5,12,122,6.637626566,2020
2, , , ,1,3,4,4,3,12,122,6.637626566,2020
2, , , ,1,3,4,3,3,12,122,6.637626566,2020
2, , , ,1,2,3,3,2,12,122,6.637626566,2020
1,0,1,1,1,3,3,3,3,12,122,6.637626566,2020
2, , , ,1,3,3,4,2,12,122,6.637626566,2020
2, , , ,1,3,4,4,3,12,122,6.637626566,2020
1,0,0,1,1,2,5,3,2,12,123,1.937036199,2020
2, , , ,1,2,3,3,1,12,123,1.937036199,2020
2, , , ,1,3,4,4,3,12,123,1.937036199,2020
1,1,0,1,3,2,3,2,2,12,123,1.937036199,2020
2, , , ,1,2,4,3,2,12,123,1.937036199,2020
2, , , ,1,2,4,4,3,12,123,1.937036199,2020
1,1,0,1,1,2,5,3,3,12,123,1.937036199,2020
2, , , ,1,3,2,2,1,12,123,1.937036199,2020
1,0,1,0,1,2,4,4,2,12,123,1.937036199,2020
1,0,0,1,1,3,5,4,4,12,123,1.937036199,2020
2, , , ,1,2,3,3,1,12,123,1.937036199,2020
2, , , ,1,3,2,1,1,12,123,1.937036199,2020
1,1,0,1,1,3,5,4,3,12,123,1.937036199,2020
2, , , ,1,3,3,4,1,12,123,2.508294018,2020
2, , , ,1,3,4,3,1,12,123,1.937036199,2020
2, , , ,1,3,4,3,3,12,123,1.937036199,2020
1,0,1,0,1,2,3,3,3,12,123,1.937036199,2020
1,0,1,0,1,3,3,3,2,12,123,1.937036199,2020
2, , , ,1,2,4,3,2,12,123,1.937036199,2020
2, , , ,1,2,4,4,2,12,123,1.937036199,2020
2, , , ,1,3,3,3,1,12,123,1.937036199,2020
2, , , ,1,3,4,4,3,12,123,1.937036199,2020
2, , , ,1,3,4,3,3,12,123,1.937036199,2020
2, , , ,1,3,3,3,2,12,123,1.937036199,2020
2, , , ,1,2,4,4,3,12,123,1.937036199,2020
1,0,0,1,1,3,4,3,2,12,123,1.937036199,2020
2, , , ,1,3,4,4,3,12,123,1.937036199,2020
2, , , ,1,3,3,3,1,12,123,1.937036199,2020
2, , , ,1,2,3,3,3,12,123,1.937036199,2020
2, , , ,1,2,4,3,2,12,123,1.937036199,2020
2, , , ,1,2,4,2,1,12,123,1.937036199,2020
2, , , ,1,3,3,1,1,12,123,1.937036199,2020
2, , , ,1,3,4,3,2,12,123,1.937036199,2020
1,1,0,0,1,2,5,3,4,12,123,1.937036199,2020
2, , , ,1,3,4,4,2,12,123,1.937036199,2020
1,0,0,1,1,2,3,3,3,12,123,1.937036199,2020
2, , , ,1,2,4,2,2,12,123,1.937036199,2020
1,1,0,0,1,2,5,5,2,12,123,1.937036199,2020
2, , , ,1,2,4,4,3,12,123,1.937036199,2020
2, , , ,1,3,3,1,1,12,123,1.937036199,2020
2, , , ,1,2,3,3,2,12,123,1.937036199,2020
2, , , ,1,3,4,3,1,12,123,1.937036199,2020
2, , , ,1,2,3,3,2,12,123,1.937036199,2020
1,0,0,1,1,3,3,1,1,12,123,1.937036199,2020
1,0,0,1,1,3,3,3,3,12,123,1.937036199,2020
2, , , ,1,3,4,3,2,12,123,1.937036199,2020
2, , , ,1,3,4,3,1,12,123,1.937036199,2020
1,0,0,1,1,3,3,4,2,12,123,1.937036199,2020
2, , , ,1,2,4,3,2,12,123,1.937036199,2020
1,0,1,1,1,2,5,4,3,12,123,1.937036199,2020
2, , , ,1,2,5,2,3,12,123,1.937036199,2020
2, , , ,1,2,4,3,3,12,123,1.937036199,2020
1,0,1,0,1,2,5,2,3,12,123,1.937036199,2020
2, , , ,1,3,3,3,2,12,123,1.937036199,2020
1,0,1,1,1,3,5,3,2,12,123,1.937036199,2020
1,1,0,0,3,2,3,3,3,12,123,1.937036199,2020
2, , , ,1,2,3,2,1,12,123,1.937036199,2020
2, , , ,1,2,5,1,2,12,123,1.937036199,2020
2, , , ,1,2,3,2,1,12,123,1.937036199,2020
1,1,0,0,1,3,5,4,4,12,123,1.937036199,2020
2, , , ,1,2,3,2,3,12,123,1.937036199,2020
1,1,0,0,1,2,4,4,4,12,123,1.937036199,2020
1,0,0,1,1,2,5,5,3,12,123,1.937036199,2020
1,0,0,1,1,3,4,3,2,12,123,1.937036199,2020
1,0,0,1,1,3,3,3,2,12,123,1.937036199,2020
1,0,0,1,1,3,3,4,3,12,123,1.937036199,2020
2, , , ,1,2,3,3,2,12,123,1.937036199,2020
2, , , ,1,3,5,4,4,12,123,1.937036199,2020
1,0,0,1,1,3,2,3,3,12,123,1.937036199,2020
2, , , ,1,3,3,3,3,12,123,1.937036199,2020
1,0,0,1,1,2,4,3,3,12,123,1.937036199,2020
2, , , ,1,2,4,2,2,12,123,1.937036199,2020
1,1,0,1,1,2,3,3,3,12,123,1.937036199,2020
2, , , ,1,3,4,4,3,12,123,1.937036199,2020
1,0,0,1,1,2,2,1,2,12,123,1.937036199,2020
1,0,0,1,1,3,4,4,3,12,123,1.937036199,2020
2, , , ,1,2,2,2,2,12,123,1.937036199,2020
2, , , ,1,2,2,3,3,12,123,1.937036199,2020
1,0,1,0,1,2,4,3,1,13,131,21.03115849,2020
1,0,0,1,1,3,5,4,3,13,131,21.03115849,2020
2, , , ,1,2,4,5,3,13,131,21.03115849,2020
2, , , ,1,3,4,4,4,13,131,27.23352772,2020
1,1,0,0,1,2,4,5,3,13,131,21.03115849,2020
2, , , ,1,2,4,4,3,13,131,27.23352772,2020
2, , , ,1,2,5,3,3,13,131,21.03115849,2020
1,0,1,0,1,2,5,3,3,13,131,21.03115849,2020
1,0,0,1,1,2,4,3,2,13,131,21.03115849,2020
1,0,0,1,1,3,3,4,2,13,131,21.03115849,2020
1,0,0,1,1,2,5,3,3,13,131,21.03115849,2020
2, , , ,1,3,3,3,3,13,131,21.03115849,2020
2, , , ,1,2,4,3,3,13,132,2.509675855,2020
2, , , ,1,3,4,3,3,13,132,2.509675855,2020
2, , , ,1,3,2,1,1,13,132,2.509675855,2020
2, , , ,1,3,4,1,1,13,132,2.509675855,2020
2, , , ,1,3,4,1,1,13,132,3.249812748,2020
1,0,0,1,1,3,4,2,2,13,132,2.509675855,2020
2, , , ,1,3,5,3,3,13,132,2.509675855,2020
2, , , ,1,2,3,3,4,13,132,2.509675855,2020
2, , , ,1,3,4,3,3,13,132,2.509675855,2020
1,1,0,0,1,1,4,3,3,13,132,2.509675855,2020
2, , , ,1,3,4,4,4,13,132,2.509675855,2020
1,0,1,0,1,2,4,4,4,13,132,2.509675855,2020
1,0,1,0,1,1,5,5,5,13,132,2.509675855,2020
1,0,1,0,1,1,5,5,5,13,132,2.509675855,2020
1,1,0,0,1,2,4,3,3,13,132,2.509675855,2020
1,1,0,0,1,1,4,5,4,13,132,2.509675855,2020
1,1,0,0,1,2,4,4,4,13,132,2.509675855,2020
1,0,0,1,1,2,4,4,4,13,132,2.509675855,2020
1,0,0,1,1,3,4,4,3,14,141,34.97510135,2020
2, , , ,1,3,4,4,3,14,141,34.97510135,2020
2, , , ,1,2,4,4,3,14,141,34.97510135,2020
2, , , ,1,3,4,3,2,14,141,34.97510135,2020
2, , , ,1,2,4,4,3,14,141,34.97510135,2020
2, , , ,1,2,5,4,5,14,141,34.97510135,2020
2, , , ,1,3,5,4,4,14,141,34.97510135,2020
2, , , ,1,2,4,4,4,14,141,34.97510135,2020
2, , , ,1,2,4,3,3,14,141,34.97510135,2020
2, , , ,1,2,3,3,3,14,141,34.97510135,2020
2, , , ,1,2,4,4,4,14,141,34.97510135,2020
2, , , ,1,2,4,3,4,14,141,34.97510135,2020
2, , , ,1,2,4,3,3,14,141,34.97510135,2020
2, , , ,1,2,4,3,4,14,141,34.97510135,2020
2, , , ,1,2,4,4,4,14,141,34.97510135,2020
2, , , ,1,2,5,4,5,14,141,34.97510135,2020
1,0,0,1,1,2,5,3,3,14,141,34.97510135,2020
2, , , ,1,2,3,3,3,14,141,34.97510135,2020
2, , , ,1,2,4,3,3,14,142,7.842743587,2020
2, , , ,1,2,5,3,4,14,142,7.842743587,2020
2, , , ,1,2,4,4,2,14,142,7.842743587,2020
2, , , ,1,2,3,4,2,14,142,7.842743587,2020
1,0,0,1,1,3,5,4,4,14,142,7.842743587,2020
1,0,1,0,1,3,5,3,4,14,142,7.842743587,2020
2, , , ,1,3,4,3,3,14,142,7.842743587,2020
1,1,0,0,1,2,5,4,5,14,142,7.842743587,2020
1,0,1,0,1,2,5,4,4,14,142,7.842743587,2020
1,1,0,1,1,2,5,4,5,14,142,7.842743587,2020
1,1,0,0,1,2,5,3,4,14,143,1.698841413,2020
2, , , ,1,2,4,4,4,15,151,5.34073149,2020
2, , , ,1,3,4,4,3,15,151,5.34073149,2020
2, , , ,1,2,3,3,3,15,151,5.34073149,2020
2, , , ,1,2,5,5,4,15,151,5.34073149,2020
2, , , ,1,2,5,5,5,15,151,5.34073149,2020
2, , , ,1,3,2,1,1,15,151,5.34073149,2020
2, , , ,1,1,3,3,2,15,151,5.34073149,2020
2, , , ,1,3,3,5,3,15,151,5.34073149,2020
2, , , ,1,3,4,5,3,15,151,5.34073149,2020
2, , , ,1,3,2,1,1,15,151,6.915784461,2020
2, , , ,1,2,4,1,2,15,151,5.34073149,2020
2, , , ,1,3,3,3,3,15,151,6.915784461,2020
2, , , ,1,2,5,1,1,15,151,5.34073149,2020
1,1,0,0,1,3,4,2,2,15,152,3.409404092,2020
2, , , ,1,2,4,3,3,15,152,3.409404092,2020
2, , , ,1,2,3,2,2,15,152,3.409404092,2020
2, , , ,1,3,2,3,2,15,152,3.409404092,2020
1,1,0,0,1,3,4,3,3,15,152,3.409404092,2020
1,0,0,1,1,2,4,4,3,16,161,35.51091133,2020
2, , , ,1,2,3,3,1,16,161,27.42338825,2020
2, , , ,1,3,4,4,2,16,161,35.51091133,2020
1,0,1,0,1,2,4,4,3,16,161,27.42338825,2020
1,0,1,1,1,2,4,4,4,16,161,35.51091133,2020
2, , , ,1,2,5,3,3,16,161,35.51091133,2020
1,0,1,0,1,2,5,4,2,16,161,27.42338825,2020
2, , , ,1,2,4,3,4,16,161,27.42338825,2020
1,1,0,0,1,2,4,3,3,16,162,1.873083236,2020
1,1,0,0,1,2,3,3,2,16,162,1.873083236,2020
1,0,1,0,1,2,5,3,4,16,162,1.873083236,2020
2, , , ,1,2,3,2,1,16,162,2.425480472,2020
1,1,0,0,1,2,4,3,4,16,162,1.873083236,2020
1,1,0,0,1,2,4,3,4,16,162,1.873083236,2020
1,0,1,0,1,2,5,4,2,16,162,1.873083236,2020
1,0,0,1,1,2,3,2,3,16,162,2.425480472,2020
1,0,0,1,1,2,4,2,3,16,162,1.873083236,2020
2, , , ,1,2,5,4,4,16,162,1.873083236,2020
1,0,1,0,1,2,3,3,4,16,162,1.873083236,2020
1,1,0,1,1,2,3,4,3,16,162,1.873083236,2020
1,0,0,1,1,3,2,3,2,16,162,1.873083236,2020
2, , , ,1,3,5,5,3,16,162,1.873083236,2020
1,1,0,0,1,3,4,4,2,16,162,1.873083236,2020
1,1,0,1,1,2,5,4,3,16,162,1.873083236,2020
2, , , ,1,2,5,5,3,2,21,44.90727416,2020
2, , , ,1,3,4,4,3,2,21,58.15102846,2020
2, , , ,1,2,4,4,3,2,21,44.90727416,2020
2, , , ,1,3,3,3,2,2,21,44.90727416,2020
2, , , ,1,2,4,3,3,2,21,44.90727416,2020
2, , , ,1,2,3,3,1,2,21,44.90727416,2020
1,0,0,1,1,1,5,4,5,2,21,44.90727416,2020
2, , , ,1,2,2,3,2,2,21,58.15102846,2020
2, , , ,1,2,4,3,2,2,21,44.90727416,2020
1,1,0,0,1,2,3,3,4,2,21,44.90727416,2020
1,0,0,1,1,2,4,5,3,2,21,44.90727416,2020
2, , , ,1,2,2,3,1,2,21,44.90727416,2020
2, , , ,1,2,5,4,5,2,21,44.90727416,2020
2, , , ,1,2,4,4,3,2,21,44.90727416,2020
1,1,0,1,1,2,4,3,4,2,21,44.90727416,2020
1,0,0,1,1,3,5,4,3,2,22,9.40433038,2020
2, , , ,1,2,4,4,2,2,22,9.40433038,2020
1,0,0,1,1,3,3,3,3,2,22,9.40433038,2020
1,0,0,1,1,3,4,4,2,2,22,9.40433038,2020
2, , , ,1,3,3,3,2,2,22,9.40433038,2020
1,0,0,1,1,2,2,3,2,2,22,9.40433038,2020
1,0,1,1,1,3,4,3,3,2,22,9.40433038,2020
1,0,0,1,1,3,4,3,3,2,22,9.40433038,2020
1,0,0,1,1,3,4,5,3,2,22,9.40433038,2020
1,0,0,1,1,3,4,3,3,2,22,9.40433038,2020
1,0,0,1,1,2,3,4,3,2,22,9.40433038,2020
2, , , ,1,2,2,3,3,2,22,9.40433038,2020
1,0,1,1,1,3,3,3,3,2,22,9.40433038,2020
1,0,1,0,1,2,4,4,4,2,22,9.40433038,2020
1,0,1,0,1,2,4,3,4,2,22,9.40433038,2020
1,0,1,0,1,2,3,3,2,2,22,9.40433038,2020
1,0,1,0,1,2,5,3,5,2,22,9.40433038,2020
1,0,1,0,1,2,4,3,3,2,22,9.40433038,2020
2, , , ,1,3,3,3,2,3,31,20.10420684,2020
2, , , ,1,3,3,3,2,3,31,20.10420684,2020
2, , , ,1,2,4,3,2,3,31,20.10420684,2020
2, , , ,1,3,4,4,3,3,32,3.831477318,2020
2, , , ,1,3,3,3,2,3,32,3.831477318,2020
2, , , ,1,2,3,3,3,3,32,3.831477318,2020
2, , , ,1,3,4,4,2,3,32,3.831477318,2020
2, , , ,1,3,5,4,3,3,32,3.831477318,2020
2, , , ,1,2,4,3,2,4,41,38.55158118,2020
2, , , ,1,2,3,3,2,4,41,38.55158118,2020
2, , , ,1,2,4,2,2,4,41,38.55158118,2020
2, , , ,1,2,4,3,1,4,41,38.55158118,2020
1,0,0,1,1,2,4,3,2,4,41,38.55158118,2020
2, , , ,1,2,3,2,2,4,41,38.55158118,2020
2, , , ,1,2,3,2,2,4,41,38.55158118,2020
2, , , ,1,3,3,3,3,4,41,49.92095682,2020
2, , , ,1,3,4,4,2,4,41,38.55158118,2020
2, , , ,1,2,4,3,2,4,41,38.55158118,2020
2, , , ,1,2,4,3,3,4,41,38.55158118,2020
2, , , ,1,2,3,2,3,4,41,38.55158118,2020
1,0,0,1,3,2,5,4,1,4,41,38.55158118,2020
2, , , ,1,2,3,3,3,4,41,38.55158118,2020
2, , , ,1,3,5,4,4,4,41,38.55158118,2020
2, , , ,1,3,4,4,5,4,41,38.55158118,2020
2, , , ,1,2,5,4,3,4,41,38.55158118,2020
2, , , ,1,2,5,4,2,4,41,38.55158118,2020
2, , , ,1,3,5,3,3,4,41,38.55158118,2020
1,0,0,1,1,3,3,3,2,4,41,38.55158118,2020
2, , , ,1,3,3,5,2,4,41,38.55158118,2020
1,0,0,1,1,3,3,4,2,4,41,38.55158118,2020
2, , , ,1,2,4,4,4,4,41,38.55158118,2020
1,0,0,1,1,3,4,3,3,4,42,7.480969266,2020
2, , , ,1,2,4,4,3,4,42,7.480969266,2020
1,0,0,1,1,3,2,3,3,4,42,7.480969266,2020
2, , , ,1,3,3,2,1,4,42,7.480969266,2020
2, , , ,1,3,4,2,2,4,42,7.480969266,2020
2, , , ,1,3,4,3,1,4,42,7.480969266,2020
2, , , ,1,2,2,1,1,4,42,7.480969266,2020
2, , , ,1,3,4,3,1,4,42,7.480969266,2020
2, , , ,1,2,4,2,1,4,42,7.480969266,2020
2, , , ,1,2,4,1,1,4,42,7.480969266,2020
2, , , ,1,2,3,3,1,4,42,7.480969266,2020
2, , , ,1,3,2,1,1,4,42,7.480969266,2020
2, , , ,1,2,5,3,2,4,42,7.480969266,2020
2, , , ,1,2,5,5,3,4,42,7.480969266,2020
1,1,0,0,1,2,4,4,4,4,42,7.480969266,2020
1,0,1,0,1,2,5,4,4,4,42,7.480969266,2020
2, , , ,1,2,4,3,3,4,42,7.480969266,2020
1,0,0,1,1,2,5,4,4,4,42,7.480969266,2020
1,1,0,0,1,2,3,4,4,4,42,7.480969266,2020
1,0,1,0,1,2,5,4,3,4,42,7.480969266,2020
2, , , ,1,2,4,4,4,4,42,7.480969266,2020
1,0,1,0,1,3,4,4,4,4,42,7.480969266,2020
2, , , ,1,2,4,3,2,4,42,7.480969266,2020
2, , , ,1,2,5,3,1,4,42,7.480969266,2020
2, , , ,1,3,5,4,2,4,42,7.480969266,2020
2, , , ,1,2,3,3,2,5,51,41.25374058,2020
2, , , ,1,3,4,2,1,5,51,41.25374058,2020
1,0,1,0,1,1,4,3,4,5,51,41.25374058,2020
1,0,1,0,1,2,5,2,3,5,51,41.25374058,2020
2, , , ,1,2,3,2,2,5,51,41.25374058,2020
2, , , ,1,2,4,2,4,5,51,53.42001907,2020
2, , , ,1,2,3,2,1,5,51,41.25374058,2020
2, , , ,1,2,4,2,4,5,51,41.25374058,2020
2, , , ,1,2,5,3,3,5,51,41.25374058,2020
1,0,0,1,1,2,4,3,3,5,51,41.25374058,2020
2, , , ,1,2,5,4,4,5,51,41.25374058,2020
2, , , ,1,2,3,4,4,5,51,41.25374058,2020
2, , , ,1,1,5,3,1,5,51,53.42001907,2020
2, , , ,1,2,3,3,1,5,51,41.25374058,2020
1,0,0,1,1,2,5,4,5,5,51,41.25374058,2020
2, , , ,1,3,5,4,3,5,51,41.25374058,2020
2, , , ,1,2,5,5,2,5,51,41.25374058,2020
2, , , ,1,2,4,5,3,5,51,41.25374058,2020
2, , , ,1,2,5,4,4,5,51,41.25374058,2020
2, , , ,1,2,3,3,3,5,51,41.25374058,2020
2, , , ,1,2,4,4,4,5,51,41.25374058,2020
2, , , ,1,2,4,4,3,5,51,41.25374058,2020
2, , , ,1,3,3,4,3,5,51,41.25374058,2020
2, , , ,1,3,4,3,3,5,51,41.25374058,2020
2, , , ,1,3,2,1,1,5,51,41.25374058,2020
2, , , ,1,3,3,1,1,5,51,41.25374058,2020
2, , , ,1,3,3,1,1,5,51,41.25374058,2020
2, , , ,1,3,3,2,1,5,51,41.25374058,2020
2, , , ,1,3,3,3,2,5,51,41.25374058,2020
2, , , ,1,3,2,2,1,5,51,41.25374058,2020
2, , , ,1,3,4,3,2,5,51,41.25374058,2020
2, , , ,1,3,3,3,2,5,51,41.25374058,2020
2, , , ,1,3,3,2,2,5,51,41.25374058,2020
2, , , ,1,2,4,3,2,5,51,41.25374058,2020
1,0,1,0,1,3,4,5,3,5,51,41.25374058,2020
1,0,1,1,1,2,5,5,4,5,51,41.25374058,2020
2, , , ,1,3,4,4,3,5,51,41.25374058,2020
2, , , ,1,3,4,4,4,5,51,41.25374058,2020
1,0,1,0,1,3,4,4,3,5,52,7.462769127,2020
1,0,0,1,1,2,4,3,3,5,52,7.462769127,2020
1,0,0,1,1,2,4,3,3,5,52,7.462769127,2020
1,0,0,1,1,2,4,3,4,5,52,7.462769127,2020
1,1,0,1,1,1,3,3,2,5,52,7.462769127,2020
1,0,1,0,1,3,4,5,4,5,52,7.462769127,2020
1,0,1,0,1,2,5,3,2,5,52,7.462769127,2020
2, , , ,1,3,4,3,3,5,52,7.462769127,2020
1,0,0,1,1,2,4,3,3,5,52,7.462769127,2020
1,1,0,0,1,2,5,4,3,5,52,7.462769127,2020
2, , , ,1,3,3,3,4,5,52,7.462769127,2020
2, , , ,1,3,4,3,2,5,52,7.462769127,2020
2, , , ,1,3,3,2,2,5,52,7.462769127,2020
1,0,1,1,1,3,4,3,4,5,52,7.462769127,2020
1,0,0,1,1,2,5,4,5,5,52,7.462769127,2020
2, , , ,1,3,5,4,4,5,52,7.462769127,2020
2, , , ,1,2,2,3,3,5,52,7.462769127,2020
2, , , ,1,3,4,3,2,5,52,7.462769127,2020
1,0,1,0,1,3,3,2,2,5,52,7.462769127,2020
2, , , ,1,3,2,2,2,5,52,7.462769127,2020
1,1,0,0,1,2,4,2,2,5,52,7.462769127,2020
1,1,0,0,1,3,4,2,2,5,52,7.462769127,2020
